Main Series, Sub Series, Segmented Mnemonic, Title, Reporting Forms, Source, MainSeriesLink, SubSeriesLink, SegmentLink
"None","TX07","None","General Text Remarks","FR Y-9LP","https://www.federalreserve.gov/apps/mdrm/series","None","None","None"
"None","TX08","None","General Text Remarks","FR Y-9LP","https://www.federalreserve.gov/apps/mdrm/series","None","None","None"
"None","TX09","None","General Text Remarks","FR Y-9LP","https://www.federalreserve.gov/apps/mdrm/series","None","None","None"
"None","TX10","None","General Text Remarks","FR Y-9LP","https://www.federalreserve.gov/apps/mdrm/series","None","None","None"
"None","TX11","None","General Text Remarks","FR Y-9LP","https://www.federalreserve.gov/apps/mdrm/series","None","None","None"
"None","TX12","None","General Text Remarks","FR Y-9LP","https://www.federalreserve.gov/apps/mdrm/series","None","None","None"
"THFD","None","None","Weekly Report of Financial Condition for Intervened Thrift Institutions","THFD","https://www.federalreserve.gov/apps/mdrm/series","https://www.federalreserve.gov/apps/mdrm/pdf/thfd.pdf","None","None"
"TICX","None","None","Monthly Report of Treasury International Capital (TIC)","TIC BC","https://www.federalreserve.gov/apps/mdrm/series","None","None","None"
"None","TICA","None","Aggregate Holdings of Long-term Securities by US and Foreign Residents, Part A (SLT)","TIC SLT","https://www.federalreserve.gov/apps/mdrm/series","None","None","None"
"None","TICB","None","Aggregate Holdings of Long-term Securities by US and Foreign Residents, Part B (SLT)","TIC SLT","https://www.federalreserve.gov/apps/mdrm/series","None","None","None"
"None","TICC","None","Report of Financial Liabilities To, And Financial Claims On, Unaffiliated Foreign Residents (CQ-1)","TIC CQ-1","https://www.federalreserve.gov/apps/mdrm/series","None","None","None"
"None","TICD","None","Report of Holdings of, and Transactions in, Financial Derivatives Contracts with Foreign Residents, Part 1 (D)","TIC D","https://www.federalreserve.gov/apps/mdrm/series","None","None","None"
"None","TICE","None","Report of Holdings of, and Transactions in, Financial Derivatives Contracts with Foreign Residents, Part 2 (D)","TIC D","https://www.federalreserve.gov/apps/mdrm/series","None","None","None"
"None","TICF","None","Report of US Dollar Claims of Financial Institutions on Foreign Residents (BC)","TIC BC","https://www.federalreserve.gov/apps/mdrm/series","None","None","None"
"None","TICG","None","Report of US Dollar Liabilities of Financial Institutions to Foreign-Residents (BL-1)","TIC BL-1","https://www.federalreserve.gov/apps/mdrm/series","None","None","None"
"None","TICH","None","Report of Customers' US Dollar Liabilities to Foreign Residents (BL-2)","TIC BL-2","https://www.federalreserve.gov/apps/mdrm/series","None","None","None"
"None","TICJ","None","Report of Customers' US Dollar Claims on Foreign Residents (BQ-1)","TIC BQ-1","https://www.federalreserve.gov/apps/mdrm/series","None","None","None"
"None","TICK","None","Report of Foreign Currency Liabilities and Claims of Financial Institutions and of their Domestic Customers' Foreign Currency Claims with Foreign Residents, Part 1, and Report of Customers' Foreign Currency Liabilities to Foreign Residents, Part 2 (BQ-2)","TIC BQ-2","https://www.federalreserve.gov/apps/mdrm/series","None","None","None"
"None","TICL","None","Report of Maturities of Selected Liabilities and Claims of Financial Institutions with Foreign Residents (BQ-3)","TIC BQ-3","https://www.federalreserve.gov/apps/mdrm/series","None","None","None"
"None","TICM","None","Purchases and Sales of Long-Term Securities by Foreign Residents Memorandum (S)","TIC S","https://www.federalreserve.gov/apps/mdrm/series","None","None","None"
"None","TICN","None","Report on Commercial Liabilities To, And Commercial Claims On, Unaffiliated Foreign-Residents (CQ-2)","TIC CQ-2","https://www.federalreserve.gov/apps/mdrm/series","None","None","None"
"None","TICP","None","Report of US Dollar Claims of Financial Institutions on Foreign Residents, Total Economies (BQ-2)","TIC BQ-2","https://www.federalreserve.gov/apps/mdrm/series","None","None","None"
"None","TICS","None","Purchases and Sales of Long-Term Securities by Foreign Residents (S)","TIC S","https://www.federalreserve.gov/apps/mdrm/series","None","None","None"
"TRCK","None","None","Travelers Cheques","None","https://www.federalreserve.gov/apps/mdrm/series","https://www.federalreserve.gov/apps/mdrm/pdf/TRCK.PDF","None","None"
"TRST","None","None","Annual Report of Trust Assets","FFIEC 001","https://www.federalreserve.gov/apps/mdrm/series","https://www.federalreserve.gov/apps/mdrm/pdf/TRST.PDF","None","None"
"TTLA","None","None","Treasury Tax and Loan Accounts (Macro)","None","https://www.federalreserve.gov/apps/mdrm/series","None","None","None"
"UBPR","None","None","Uniform Bank Performance Reports","None","https://www.federalreserve.gov/apps/mdrm/series","https://www.federalreserve.gov/apps/mdrm/pdf/UBPR.PDF","None","None"
"None","UBPA","None","Aggregate Data Values for UBPR","None","https://www.federalreserve.gov/apps/mdrm/series","None","None","None"
"None","UBPK","None","Financial Institution Rankings for UBPR","None","https://www.federalreserve.gov/apps/mdrm/series","None","None","None"
"None","UBPP","None","Peer Group Identification Values for UBPR","None","https://www.federalreserve.gov/apps/mdrm/series","None","None","None"
"None","UBPS","None","Peer Group Ratio Statistics for UBPR","None","https://www.federalreserve.gov/apps/mdrm/series","None","None","None"
"WABM","None","None","Weekly Report of Assets and Liabilities For Large U.S. Branches and Agencies of Foreign Banks (Macro), Relates to Micro series WALB","FR 2069","https://www.federalreserve.gov/apps/mdrm/series","https://www.federalreserve.gov/apps/mdrm/pdf/WABM.PDF","None","None"
"WALB","None","None","Weekly Report of Assets and Liabilities For Large U.S. Branches and Agencies of Foreign Banks (Micro series)","FR 2069","https://www.federalreserve.gov/apps/mdrm/series","https://www.federalreserve.gov/apps/mdrm/pdf/WALB.PDF","None","None"
"WCPO","None","None","Weekly Report of Commercial Paper Outstanding Placed By Brokers and Dealers","FR 2957a/b","https://www.federalreserve.gov/apps/mdrm/series","https://www.federalreserve.gov/apps/mdrm/pdf/WCPO.PDF","None","None"
"WFBR","None","None","Weekly Report of Foreign Branch Liabilities to, and Custody Holdings for, U.S. Residents","FR 2077","https://www.federalreserve.gov/apps/mdrm/series","https://www.federalreserve.gov/apps/mdrm/pdf/WFBR.PDF","None","None"
"WRAG","None","None","Macro File for the Weekly Report of Condition and Related Series (By District)","None","https://www.federalreserve.gov/apps/mdrm/series","https://www.federalreserve.gov/apps/mdrm/pdf/WRAG.PDF","None","None"
"WRBI","None","None","Weekly Report of Condition and Related Series","FR 2078","https://www.federalreserve.gov/apps/mdrm/series","https://www.federalreserve.gov/apps/mdrm/pdf/WRBI.PDF","None","None"
"None","WRBA","None","Commercial and Industrial Loans to U.S. Addressees By Industry","FR 2416a","https://www.federalreserve.gov/apps/mdrm/series","None","https://www.federalreserve.gov/apps/mdrm/pdf/wrbi.pdf","None"
"None","WRBB","None","Monthly Report on the Maturity Distribution of Negotiable Certificates of Deposit of $100,000 or More","FR 2416b","https://www.federalreserve.gov/apps/mdrm/series","None","https://www.federalreserve.gov/apps/mdrm/pdf/wrbi.pdf","None"
"None","WRBC","None","Report of Loans Sold to and Outstanding Commercial Paper Issued by Selected Institutions Related to Weekly Reporting Banks","FR 2416c","https://www.federalreserve.gov/apps/mdrm/series","None","https://www.federalreserve.gov/apps/mdrm/pdf/wrbi.pdf","None"
"None","WRBD","None","Weekly Survey of Posted Rates on Large Denomination Negotiable Time Certificates of Deposit","FR 2416d","https://www.federalreserve.gov/apps/mdrm/series","None","https://www.federalreserve.gov/apps/mdrm/pdf/wrbi.pdf","None"
"None","WRBK","None","Weekly Report of Assets and Liabilities for Large Banks","FR 2416","https://www.federalreserve.gov/apps/mdrm/series","None","https://www.federalreserve.gov/apps/mdrm/pdf/WRBI.PDF","None"
"WRIS","None","None","Weekly Report of Selected Assets","FR 2644","https://www.federalreserve.gov/apps/mdrm/series","https://www.federalreserve.gov/apps/mdrm/pdf/WRIS.PDF","None","None"
"None","WRAS","None","Weekly Report of Selected Assets -historical","FR 2644","https://www.federalreserve.gov/apps/mdrm/series","None","https://www.federalreserve.gov/apps/mdrm/pdf/wris.pdf","None"
"None","WRSS","None","Weekly Report of Selected Assets -current","FR 2644","https://www.federalreserve.gov/apps/mdrm/series","None","https://www.federalreserve.gov/apps/mdrm/pdf/wris.pdf","None"
"WRJI","None","None","Adjusted Bank File for WRBI","FR 2416","https://www.federalreserve.gov/apps/mdrm/series","https://www.federalreserve.gov/apps/mdrm/pdf/WRJI.PDF","None","None"
"None","WRJA","None","Adjustment Bank File for WRBA","None","https://www.federalreserve.gov/apps/mdrm/series","None","https://www.federalreserve.gov/apps/mdrm/pdf/wrji.pdf","None"
"None","WRJK","None","Adjustment Bank File for WRBK","None","https://www.federalreserve.gov/apps/mdrm/series","None","https://www.federalreserve.gov/apps/mdrm/pdf/wrji.pdf","None"
"None","WRJS","None","Adjustment Bank File for WRIS","None","https://www.federalreserve.gov/apps/mdrm/series","None","https://www.federalreserve.gov/apps/mdrm/pdf/WRJI.PDF","None"
"WRJM","None","None","Adjustment Bank File for the Weekly Report of Condition and Related Series (WRAG)","FR 2416","https://www.federalreserve.gov/apps/mdrm/series","https://www.federalreserve.gov/apps/mdrm/pdf/WRJM.PDF","None","None"
"WRPS","None","None","Weekly Report of Repurchase Agreements (RP's) on U.S. Government and Federal Agency Securities","FR 2415t","https://www.federalreserve.gov/apps/mdrm/series","https://www.federalreserve.gov/apps/mdrm/pdf/WRPS.PDF","None","None"
"XMTA","None","None","Transmission of prime rate for STBL series. Will be put on archival file as QTBL","FR 2028a/s","https://www.federalreserve.gov/apps/mdrm/series","None","None","None"
"XMTM","None","None","Monthly Survey of Selected Deposits and Other Accounts - Characteristics of Ceiling-Free Deposits","FR 2042a","https://www.federalreserve.gov/apps/mdrm/series","None","None","None"
"XMTR","None","None","EDDS flashwire","FR 2900","https://www.federalreserve.gov/apps/mdrm/series","https://www.federalreserve.gov/apps/mdrm/pdf/XMTE.PDF","None","None"
"XMTT","None","None","Weekly Survey of Money Market Deposit Accounts (FR 2900s) slip sheet","FR 2900s","https://www.federalreserve.gov/apps/mdrm/series","None","None","None"
